Dependency=location	Dependency=vintage	Option=pre_1980	Option=1980_2004	Option=2004_2007	Option=2007_2010	Option=2010_2013	Option=post_2013
NH_Strafford	2004_2007	0	1	0	0	0	0
NH_Strafford	2008_2012	0	0	0	0	1	0
NH_Strafford	2013_2017	0	0	0	0	0	1
NH_Sullivan	pre_1920	1	0	0	0	0	0
NH_Sullivan	1920_1945	1	0	0	0	0	0
NH_Sullivan	1946_1959	1	0	0	0	0	0
NH_Sullivan	1960_1969	1	0	0	0	0	0
NH_Sullivan	1970_1979	1	0	0	0	0	0
NH_Sullivan	1980_1989	1	0	0	0	0	0
NH_Sullivan	1990_1999	0	1	0	0	0	0
NH_Sullivan	2000_2003	0	1	0	0	0	0
NH_Sullivan	2004_2007	0	1	0	0	0	0
NH_Sullivan	2008_2012	0	0	0	0	1	0
NH_Sullivan	2013_2017	0	0	0	0	0	1
RI_Bristol	pre_1920	1	0	0	0	0	0
RI_Bristol	1920_1945	1	0	0	0	0	0
RI_Bristol	1946_1959	1	0	0	0	0	0
RI_Bristol	1960_1969	1	0	0	0	0	0
RI_Bristol	1970_1979	1	0	0	0	0	0
RI_Bristol	1980_1989	1	0	0	0	0	0
RI_Bristol	1990_1999	0	1	0	0	0	0
RI_Bristol	2000_2003	0	1	0	0	0	0
RI_Bristol	2004_2007	0	1	0	0	0	0
RI_Bristol	2008_2012	0	0	0	0	1	0
RI_Bristol	2013_2017	0	0	0	0	0	1
RI_Kent	pre_1920	1	0	0	0	0	0
RI_Kent	1920_1945	1	0	0	0	0	0
RI_Kent	1946_1959	1	0	0	0	0	0
RI_Kent	1960_1969	1	0	0	0	0	0
RI_Kent	1970_1979	1	0	0	0	0	0
RI_Kent	1980_1989	1	0	0	0	0	0
RI_Kent	1990_1999	0	1	0	0	0	0
RI_Kent	2000_2003	0	1	0	0	0	0
RI_Kent	2004_2007	0	1	0	0	0	0
RI_Kent	2008_2012	0	0	0	0	1	0
RI_Kent	2013_2017	0	0	0	0	0	1
RI_Newport	pre_1920	1	0	0	0	0	0
RI_Newport	1920_1945	1	0	0	0	0	0
RI_Newport	1946_1959	1	0	0	0	0	0
RI_Newport	1960_1969	1	0	0	0	0	0
RI_Newport	1970_1979	1	0	0	0	0	0
RI_Newport	1980_1989	1	0	0	0	0	0
RI_Newport	1990_1999	0	1	0	0	0	0
RI_Newport	2000_2003	0	1	0	0	0	0
RI_Newport	2004_2007	0	1	0	0	0	0
RI_Newport	2008_2012	0	0	0	0	1	0
RI_Newport	2013_2017	0	0	0	0	0	1
RI_Providence	pre_1920	1	0	0	0	0	0
RI_Providence	1920_1945	1	0	0	0	0	0
RI_Providence	1946_1959	1	0	0	0	0	0
RI_Providence	1960_1969	1	0	0	0	0	0
RI_Providence	1970_1979	1	0	0	0	0	0
RI_Providence	1980_1989	1	0	0	0	0	0
RI_Providence	1990_1999	0	1	0	0	0	0
RI_Providence	2000_2003	0	1	0	0	0	0
RI_Providence	2004_2007	0	1	0	0	0	0
RI_Providence	2008_2012	0	0	0	0	1	0
RI_Providence	2013_2017	0	0	0	0	0	1
RI_Washington	pre_1920	1	0	0	0	0	0
RI_Washington	1920_1945	1	0	0	0	0	0
RI_Washington	1946_1959	1	0	0	0	0	0
RI_Washington	1960_1969	1	0	0	0	0	0
RI_Washington	1970_1979	1	0	0	0	0	0
RI_Washington	1980_1989	1	0	0	0	0	0
RI_Washington	1990_1999	0	1	0	0	0	0
RI_Washington	2000_2003	0	1	0	0	0	0
RI_Washington	2004_2007	0	1	0	0	0	0
RI_Washington	2008_2012	0	0	0	0	1	0
RI_Washington	2013_2017	0	0	0	0	0	1
VT_Addison	pre_1920	1	0	0	0	0	0
VT_Addison	1920_1945	1	0	0	0	0	0
VT_Addison	1946_1959	1	0	0	0	0	0
VT_Addison	1960_1969	1	0	0	0	0	0
VT_Addison	1970_1979	1	0	0	0	0	0
VT_Addison	1980_1989	1	0	0	0	0	0
VT_Addison	1990_1999	0	1	0	0	0	0
VT_Addison	2000_2003	0	1	0	0	0	0
VT_Addison	2004_2007	0	1	0	0	0	0
VT_Addison	2008_2012	0	0	0	0	1	0
VT_Addison	2013_2017	0	0	0	0	0	1
VT_Bennington	pre_1920	1	0	0	0	0	0
VT_Bennington	1920_1945	1	0	0	0	0	0
VT_Bennington	1946_1959	1	0	0	0	0	0
VT_Bennington	1960_1969	1	0	0	0	0	0
VT_Bennington	1970_1979	1	0	0	0	0	0
VT_Bennington	1980_1989	1	0	0	0	0	0
VT_Bennington	1990_1999	0	1	0	0	0	0
VT_Bennington	2000_2003	0	1	0	0	0	0
VT_Bennington	2004_2007	0	1	0	0	0	0
VT_Bennington	2008_2012	0	0	0	0	1	0
VT_Bennington	2013_2017	0	0	0	0	0	1
VT_Caledonia	pre_1920	1	0	0	0	0	0
VT_Caledonia	1920_1945	1	0	0	0	0	0
VT_Caledonia	1946_1959	1	0	0	0	0	0
VT_Caledonia	1960_1969	1	0	0	0	0	0
VT_Caledonia	1970_1979	1	0	0	0	0	0
VT_Caledonia	1980_1989	1	0	0	0	0	0
VT_Caledonia	1990_1999	0	1	0	0	0	0
VT_Caledonia	2000_2003	0	1	0	0	0	0
VT_Caledonia	2004_2007	0	1	0	0	0	0
VT_Caledonia	2008_2012	0	0	0	0	1	0
VT_Caledonia	2013_2017	0	0	0	0	0	1
VT_Chittenden	pre_1920	1	0	0	0	0	0
VT_Chittenden	1920_1945	1	0	0	0	0	0
VT_Chittenden	1946_1959	1	0	0	0	0	0
VT_Chittenden	1960_1969	1	0	0	0	0	0
VT_Chittenden	1970_1979	1	0	0	0	0	0
VT_Chittenden	1980_1989	1	0	0	0	0	0
VT_Chittenden	1990_1999	0	1	0	0	0	0
VT_Chittenden	2000_2003	0	1	0	0	0	0
VT_Chittenden	2004_2007	0	1	0	0	0	0
VT_Chittenden	2008_2012	0	0	0	0	1	0
VT_Chittenden	2013_2017	0	0	0	0	0	1
VT_Essex	pre_1920	1	0	0	0	0	0
VT_Essex	1920_1945	1	0	0	0	0	0
VT_Essex	1946_1959	1	0	0	0	0	0
VT_Essex	1960_1969	1	0	0	0	0	0
VT_Essex	1970_1979	1	0	0	0	0	0
VT_Essex	1980_1989	1	0	0	0	0	0
VT_Essex	1990_1999	0	1	0	0	0	0
VT_Essex	2000_2003	0	1	0	0	0	0
VT_Essex	2004_2007	0	1	0	0	0	0
VT_Essex	2008_2012	0	0	0	0	1	0
VT_Essex	2013_2017	0	0	0	0	0	1
VT_Franklin	pre_1920	1	0	0	0	0	0
VT_Franklin	1920_1945	1	0	0	0	0	0
VT_Franklin	1946_1959	1	0	0	0	0	0
VT_Franklin	1960_1969	1	0	0	0	0	0
VT_Franklin	1970_1979	1	0	0	0	0	0
VT_Franklin	1980_1989	1	0	0	0	0	0
VT_Franklin	1990_1999	0	1	0	0	0	0
VT_Franklin	2000_2003	0	1	0	0	0	0
VT_Franklin	2004_2007	0	1	0	0	0	0
VT_Franklin	2008_2012	0	0	0	0	1	0
VT_Franklin	2013_2017	0	0	0	0	0	1
VT_Grand_Isle	pre_1920	1	0	0	0	0	0
VT_Grand_Isle	1920_1945	1	0	0	0	0	0
VT_Grand_Isle	1946_1959	1	0	0	0	0	0
VT_Grand_Isle	1960_1969	1	0	0	0	0	0
VT_Grand_Isle	1970_1979	1	0	0	0	0	0
VT_Grand_Isle	1980_1989	1	0	0	0	0	0
VT_Grand_Isle	1990_1999	0	1	0	0	0	0
VT_Grand_Isle	2000_2003	0	1	0	0	0	0
VT_Grand_Isle	2004_2007	0	1	0	0	0	0
VT_Grand_Isle	2008_2012	0	0	0	0	1	0
VT_Grand_Isle	2013_2017	0	0	0	0	0	1
VT_Lamoille	pre_1920	1	0	0	0	0	0
VT_Lamoille	1920_1945	1	0	0	0	0	0
VT_Lamoille	1946_1959	1	0	0	0	0	0
VT_Lamoille	1960_1969	1	0	0	0	0	0
VT_Lamoille	1970_1979	1	0	0	0	0	0
VT_Lamoille	1980_1989	1	0	0	0	0	0
VT_Lamoille	1990_1999	0	1	0	0	0	0
VT_Lamoille	2000_2003	0	1	0	0	0	0
VT_Lamoille	2004_2007	0	1	0	0	0	0
VT_Lamoille	2008_2012	0	0	0	0	1	0
VT_Lamoille	2013_2017	0	0	0	0	0	1
VT_Orange	pre_1920	1	0	0	0	0	0
VT_Orange	1920_1945	1	0	0	0	0	0
VT_Orange	1946_1959	1	0	0	0	0	0
VT_Orange	1960_1969	1	0	0	0	0	0
VT_Orange	1970_1979	1	0	0	0	0	0
VT_Orange	1980_1989	1	0	0	0	0	0
VT_Orange	1990_1999	0	1	0	0	0	0
VT_Orange	2000_2003	0	1	0	0	0	0
VT_Orange	2004_2007	0	1	0	0	0	0
VT_Orange	2008_2012	0	0	0	0	1	0
VT_Orange	2013_2017	0	0	0	0	0	1
VT_Orleans	pre_1920	1	0	0	0	0	0
VT_Orleans	1920_1945	1	0	0	0	0	0
VT_Orleans	1946_1959	1	0	0	0	0	0
VT_Orleans	1960_1969	1	0	0	0	0	0
VT_Orleans	1970_1979	1	0	0	0	0	0
VT_Orleans	1980_1989	1	0	0	0	0	0
VT_Orleans	1990_1999	0	1	0	0	0	0
VT_Orleans	2000_2003	0	1	0	0	0	0
VT_Orleans	2004_2007	0	1	0	0	0	0
VT_Orleans	2008_2012	0	0	0	0	1	0
VT_Orleans	2013_2017	0	0	0	0	0	1
VT_Rutland	pre_1920	1	0	0	0	0	0
VT_Rutland	1920_1945	1	0	0	0	0	0
VT_Rutland	1946_1959	1	0	0	0	0	0
VT_Rutland	1960_1969	1	0	0	0	0	0
VT_Rutland	1970_1979	1	0	0	0	0	0
VT_Rutland	1980_1989	1	0	0	0	0	0
VT_Rutland	1990_1999	0	1	0	0	0	0
VT_Rutland	2000_2003	0	1	0	0	0	0
VT_Rutland	2004_2007	0	1	0	0	0	0
VT_Rutland	2008_2012	0	0	0	0	1	0
VT_Rutland	2013_2017	0	0	0	0	0	1
VT_Washington	pre_1920	1	0	0	0	0	0
VT_Washington	1920_1945	1	0	0	0	0	0
VT_Washington	1946_1959	1	0	0	0	0	0
VT_Washington	1960_1969	1	0	0	0	0	0
VT_Washington	1970_1979	1	0	0	0	0	0
VT_Washington	1980_1989	1	0	0	0	0	0
VT_Washington	1990_1999	0	1	0	0	0	0
VT_Washington	2000_2003	0	1	0	0	0	0
VT_Washington	2004_2007	0	1	0	0	0	0
VT_Washington	2008_2012	0	0	0	0	1	0
VT_Washington	2013_2017	0	0	0	0	0	1
VT_Windham	pre_1920	1	0	0	0	0	0
VT_Windham	1920_1945	1	0	0	0	0	0
VT_Windham	1946_1959	1	0	0	0	0	0
VT_Windham	1960_1969	1	0	0	0	0	0
VT_Windham	1970_1979	1	0	0	0	0	0
VT_Windham	1980_1989	1	0	0	0	0	0
VT_Windham	1990_1999	0	1	0	0	0	0
VT_Windham	2000_2003	0	1	0	0	0	0
VT_Windham	2004_2007	0	1	0	0	0	0
VT_Windham	2008_2012	0	0	0	0	1	0
VT_Windham	2013_2017	0	0	0	0	0	1
VT_Windsor	pre_1920	1	0	0	0	0	0
VT_Windsor	1920_1945	1	0	0	0	0	0
VT_Windsor	1946_1959	1	0	0	0	0	0
VT_Windsor	1960_1969	1	0	0	0	0	0
VT_Windsor	1970_1979	1	0	0	0	0	0
VT_Windsor	1980_1989	1	0	0	0	0	0
VT_Windsor	1990_1999	0	1	0	0	0	0
VT_Windsor	2000_2003	0	1	0	0	0	0
VT_Windsor	2004_2007	0	1	0	0	0	0
VT_Windsor	2008_2012	0	0	0	0	1	0
VT_Windsor	2013_2017	0	0	0	0	0	1
